,c1,c2,c3,c4,c5
0,-1.2209354650657933,0.1673835401989678,0.5713771463389888,0.22231703269773304,0.0764591459947013
1,-4.472895028914076,0.5444260504309235,2.162147323217052,0.1468273945363756,0.2697081127362278
2,-6.38111350078834,0.8473615235978174,3.553247870614563,-0.9358347016595394,0.42452645083187146
3,-1.6537020103417304,0.9326059148298238,2.335643994595698,-1.9614721709793526,0.34733347296078315
4,10.53530166763557,0.8238528624708756,-1.8567762801728296,-1.1081856833412402,-0.02775903162503995
5,25.159519589009122,0.38534619875887866,-6.424753495172384,0.9922648734678743,-0.575994550485841
6,33.640204772853586,-0.7799057726560424,-8.380190456106732,2.1235557155774987,-1.084114255167044
7,26.750396832093696,-2.6304735624864763,-7.012531674879395,2.086623786934541,-1.2579164242942231
8,0.2181590355303369,-4.606093932455066,-3.708026683334988,2.2229647590100483,-0.9376698890665951
9,-39.95692459330217,-5.514335300395015,0.33067572399876066,2.467558697610406,-0.2016377321933318
10,-79.6670438641621,-4.353124578474446,5.345208992472721,1.2964183672662226,0.7621921190466202
11,-99.32235759935837,-0.8783252281377175,11.370622842417776,-1.4603118520050327,1.6630307241389723
12,-81.2204837145077,4.067785785246925,15.791642094592454,-3.8671327582542965,2.194356959491522
13,-20.88521287810205,8.782901101521846,14.825090213046964,-4.629686822162243,2.034858652355703
14,66.56273243394565,11.338809649141885,7.072762541558333,-4.465863397124054,1.066043574001159
15,151.2298103162811,10.412897007003789,-4.662105682613202,-3.931302871975573,-0.5466485571576243
16,198.27288469673044,5.898482261392165,-15.44554195550186,-1.9541964045482325,-1.983927876104498
17,179.8062455576043,-1.1232709838488415,-21.39926903140139,1.7973893550302928,-2.4180474910576244
18,90.07913885912174,-8.604248211356794,-21.40282487419068,5.216348497363818,-1.7522210385037846
19,-48.597558029529324,-14.165066541902597,-15.609725283270718,6.506371371947201,-0.5284770909690284
20,-193.36241482571302,-15.869801297593872,-4.310155573291273,6.300326160147444,0.6813391507294813
21,-293.8781037257607,-12.9057035273741,10.527358314632187,5.703058656672841,1.364511656578936
22,-308.60507836626493,-5.669787556778749,23.784672189802773,3.7823863388724814,1.0182308986373563
23,-221.35345557154872,4.127423936616488,29.23325379685489,-0.25793060256597344,-0.41315155911515555
24,-49.274982878325766,13.544458484045178,24.146459048105505,-4.824166248527801,-2.2669188412849666
25,159.53382284785332,19.345182128347997,11.035799195154937,-7.468787865896824,-3.202252366567264
26,338.84211187311087,19.42832356793316,-4.673804204251389,-8.053248533235285,-2.110573498490023
27,425.03089681128347,13.503011063296608,-18.039679762260178,-7.699168979656393,0.9120831740693373
28,380.47408773686305,3.068107261075965,-25.826795999838744,-6.224109380891102,4.79643421648143
29,209.59332395271255,-8.724130610817019,-26.16050110018808,-2.639616938371597,7.955342375774341
30,-40.09595881543116,-18.25550471210306,-18.29656291273176,2.2887309822410846,8.545672543022809
31,-289.94472632441125,-22.55128314059006,-4.002216400652482,6.34390399324056,5.194025932112736
32,-457.75708570972705,-20.247636433797446,11.165331677726678,8.713923528891955,-1.578232687811816
