,c1,c2,c3,c4,c5
49,61.629225075519535,-2.5081611126517864,-0.516447711361168,-0.8773020253093713,-0.36350060235714704
50,37.029613526700565,-0.750854519239264,-1.079394916808546,-1.701483324349684,-0.19054128068609777
51,13.976935389506288,0.8375432896108581,0.14591978413142176,-1.502600708657218,-0.1817128739076947
52,-2.351158443823798,2.5795391537378407,1.9889942898933213,0.2951877964899046,-0.00491220378425411
53,-14.580781190853005,4.439103351201428,2.157551906472831,1.8447975925940931,0.30102427346651517
54,-24.950015263085437,6.244361736666028,0.2575265322795013,1.8590579193552623,0.6812427403090597
55,-31.489630816884162,7.8792497051828025,-1.749993457399166,1.6096709962636933,1.1935214083613732
56,-33.373984576480666,9.291096238402975,-2.1389645255201772,2.150044896914735,1.7938254022449653
57,-31.40578733710035,10.438414387261542,-1.5261100648438917,2.0553060932205365,2.2828766722514144
58,-27.335602213644712,11.156604408372445,-1.6830706247772391,0.2800978374851513,2.746149454543356
59,-22.45402399774091,11.22143127586363,-2.731980135197254,-1.5401729902938022,3.093999302810376
60,-16.367358953960615,10.376328403730154,-2.858582799924613,-2.0532627266299626,3.252808784381078
61,-9.289859266411696,8.345920760560277,-0.7711299629782697,-2.2641739053799794,3.2991238781962298
62,-3.193721133183207,5.043228228266674,2.2473274660422407,-3.3972981321562674,3.1677295898602043
63,1.6307224561809315,0.960789059374837,3.892781601624715,-4.4778352113767195,2.617342407535017
64,3.7703493926012497,-3.3639591125789305,3.6510037063939986,-4.057893878097115,1.516819060811165
65,1.551870991500707,-7.5322580168351045,3.16088507640664,-2.803376699137909,-0.05428643422696153
66,-4.24327488244548,-11.161176194594873,3.8921991643430394,-2.4315195593789127,-2.027775445024287
67,-7.821039609252455,-14.048251033330455,4.9007311226095585,-2.635386157537869,-4.266876522680415
68,-7.65350610683905,-16.055061558643043,4.215897499841072,-1.8096053410678223,-6.574679757059762
69,-3.699040191646641,-16.618359378616777,1.6433150198562214,-0.2706704881758302,-8.379012642509268
70,3.3016012329934625,-15.390487468623537,-0.8837180542694851,-0.0660502003605884,-9.232509213401439
71,14.211575205583069,-12.559933399654174,-1.9859619553986914,-1.0647953502638627,-9.041220285021144
72,27.800471951853325,-8.620080157419716,-2.2153809014599677,-0.8473162324421761,-8.002579377204835
73,39.263074946189214,-4.125104887177475,-3.2101870176184337,1.0344267970081231,-6.019342265241737
74,43.74893817571949,0.17574296794699057,-5.231513378218831,2.3974923770471372,-2.9839236163511584
75,39.729307573894836,3.891093527018587,-6.615237695701263,2.5280192202707608,0.4549816676231495
76,27.914747087270687,6.829648503579897,-5.86230390556047,2.969484554689292,3.430931825584137
77,11.274814978152058,9.158656670715036,-3.848652754189857,4.286047759462132,5.7048603018367885
78,-5.193927822726459,10.927024467683557,-2.4286127168216995,4.9316984928100185,7.123580353171849
79,-20.549753885161753,12.208043645319872,-1.9833795316462126,4.021897283399868,7.402367311264903
80,-35.780315167862526,13.007491850452404,-0.8666330669830498,3.0089898202834213,6.745957208755141
81,-46.93569530163698,13.366754037872072,2.149601689686429,3.0756234322091354,5.534759281239161
82,-50.03308427712023,13.10298852049072,5.787647951289554,2.994766808412447,4.0598889322175395
83,-45.46601077663064,12.350255096549617,7.547601523239997,1.542835676729395,2.353975447473303
84,-36.375491635690565,11.092582862322653,6.9218340298322065,-0.0686124674078139,0.5008793968379911
85,-22.93443917887388,8.992643797141376,5.712098106942432,-0.4982896499443441,-1.2012826443558668
86,-6.359411979117606,5.6753766774943895,5.162296307613609,-0.841569872111727,-2.3260233707716846
87,10.066011083415475,1.307051649765975,4.431340686798663,-2.6082034518806663,-2.7815537686848675
88,24.238216591135604,-3.5998601575062024,2.0073576071316612,-4.718132642800304,-2.4829023974037856
89,35.919958565502746,-8.44704327042187,-1.845054142974244,-5.23181315014027,-1.3336004311542542
90,44.87307105067403,-12.574306461863003,-4.941138734494102,-4.671704565088971,0.16774702347587
91,50.54673041405197,-15.283206448374598,-5.6043904926586325,-4.492325898882615,1.6755255490277292
92,51.596090101886,-16.208473287551143,-4.784461418634974,-4.269982014026884,3.0975541209568735
93,45.10488985544239,-15.57961767676681,-4.657043279221724,-2.537836613057424,4.107156503275451
94,29.11367143398721,-13.86956354957687,-5.499936106819897,-0.01584250867251158,4.061248197229017
95,6.421757557796309,-11.662762117635179,-5.3311355539284655,1.351314447654531,3.18104872875969
96,-15.561529050596825,-9.324323346512577,-2.7657301348071943,1.3722564329129274,1.9631117135287497
97,-30.880393999254274,-7.018759234145072,0.978264130273109,1.8348535877976733,0.5703269730355843
98,-38.68225441958964,-4.697644273231811,3.2892368161910004,2.9371002126268726,-0.822714656070503
99,-38.845392832171356,-2.30008815960592,3.2732185469274495,3.067023590829516,-1.9306366305269003
