,c1,c2,c3,c4,c5
0,1.6385597753843248,0.17581955503315666,0.7121183232397794,-0.3793380675762238,-0.026323821961661054
1,5.666358396535748,0.5457488067372506,2.4623047397144044,-1.7208604106081808,-0.04109880385812923
2,9.729888886821202,0.8221673795966743,4.131382830541914,-3.085026031071296,0.015227584504380082
3,11.248887916018472,0.7858751806868239,3.7895059740273593,-2.7215701574976228,0.083132036947005
4,10.883665507564626,0.5685993642380615,1.3846922113251243,-0.9243685260063872,-0.1343915256857269
5,9.57960714498549,0.24310043206410628,-1.0596299369240003,0.2468811091679864,-0.5980038947104623
6,5.96696106246846,-0.2717186269646117,-1.7573280841757408,0.5857419155286059,-0.9736170915856256
7,-0.37102656023899394,-1.1669772243865717,-1.503051428680497,1.6702772123314156,-1.0660906687039338
8,-7.74458835984299,-2.416292975253495,-2.102206768396022,3.499218266734668,-0.795726843169396
9,-12.860277569159718,-3.5970759567180193,-3.656609165976407,4.268499281380238,-0.1583891359877148
10,-15.543741625587073,-3.9388149066113773,-4.484265543797929,3.454951224471823,0.5750822053218616
11,-16.516682155468917,-3.0474606489643987,-3.3791789486709387,1.745669850074346,1.066481494788222
12,-15.708547459046562,-1.1807801117750474,-1.354932311432158,-0.6764931677701256,1.1542676158169518
13,-11.632923584311609,0.8882567616023819,-0.6473113023088231,-2.8719159976309325,0.8226788121357074
14,-5.710488170150504,2.6182914243248208,-1.8381064618843153,-3.4132747955765783,0.30511854500318764
15,0.5944913530779041,3.8428624933145152,-3.0596310833119063,-2.8101465221098496,-0.0612124158158594
16,5.988581532624533,4.605110386291564,-2.5499191931480136,-2.6883909958513708,-0.15971768747013257
17,8.77542536165678,4.791998820356784,-0.9498309823925002,-2.5298085461301385,-0.03245697596918823
18,7.032666242447369,4.142959728828046,-0.014614552680622783,-0.5905661931662635,0.3373377690501819
19,2.525362117850369,2.7565949546953052,-0.047495366148660324,2.826605327669848,1.0522623187865596
20,-3.31259800907785,1.010605236699116,0.6316203750996634,5.3601100546801135,1.8310106174911307
21,-9.5672853559602,-0.8294989043039007,3.283893427756255,6.097471514144431,2.208078054256848
22,-16.556761290482065,-2.691830717628971,6.497961174449708,6.219933076142097,2.123854340829098
23,-23.901093459856003,-4.363987937330158,7.562898886272528,6.055719485252478,1.8303992203165396
24,-28.124091283278844,-5.661192952737971,5.999994602645705,4.472007111794477,1.2673775889150534
25,-24.14771824958248,-6.357730342155347,3.8492658961411474,1.4043524812574777,0.31642136148463235
26,-11.173572451933001,-6.322012160828255,2.7220523414481077,-1.2329549733122622,-0.751844072666722
27,9.30459141586777,-5.26809278197377,1.9010074444849274,-2.595757377631066,-1.768103352573316
28,33.39114633437393,-3.0286891967676004,-0.37468169561116105,-4.0964728913723105,-2.8472853431995206
29,55.54022159700999,0.3312098042690776,-4.047647598354048,-6.49918944405322,-3.954622814179483
30,71.91949799857045,4.181056018529203,-6.742913952432746,-7.993093386583794,-4.5821749759799975
31,79.0871370981202,7.660282302766482,-6.5323895016539995,-7.377199660314252,-4.266444616457558
32,72.34706968980743,10.031810609183708,-4.380886691532006,-6.096653986576003,-3.04752855745221
33,52.20738812831811,11.01368215011014,-2.6423107143601676,-5.374487486604323,-1.5253102955574724
34,22.28642542589,10.440468529127685,-2.1642588870091743,-4.116547171771268,-0.20078123597233327
35,-14.265637639606,8.451339526129875,-1.2150935949824153,-1.2821805650582736,0.8950301611833039
36,-51.575032163092274,5.404684650040595,1.5714247120336853,1.6168772375018814,1.8597214345645134
37,-82.14261121373279,1.9492026733849983,4.807310400786335,2.8370903115623842,2.4621743066874577
38,-100.79152385862551,-1.174811950300211,5.898994137744592,3.022604788144033,2.410018253109491
39,-105.05864438498591,-3.8100839264236845,4.441443068771001,3.885630190450868,1.9205994503529704
40,-93.25443155115045,-6.10527789439163,2.373326584216396,4.844183733637264,1.4525832992940753
41,-67.96714964248937,-7.787299251008694,1.337722169052196,4.365967364105385,1.0439811868010773
42,-34.36663931813967,-8.589218518101205,0.9186856932693559,3.0382059694419388,0.540909454348073
43,1.9661419194186038,-8.77735923934395,-0.4109044507510127,2.810787897311919,0.04291264945321197
44,35.08698674856268,-8.532512769877764,-2.762661295814412,3.2362011596967366,-0.2890196588452077
45,59.13865341013267,-8.005227318843486,-4.192909536663468,2.321067384615563,-0.46174857074624415
46,73.53032091910225,-7.23348513373019,-3.0118585267297306,0.1847900496140371,-0.657021914287701
47,80.2814479434903,-6.108288154834102,-0.5712445929731033,-0.9611946420307772,-0.8259479227244868
48,77.38653542343485,-4.428773827263333,0.4092545163034321,-0.740745947305913,-0.7025128355991512
